,Unnamed: 0,date,sentiment_score,content,source,real_date
0,56,2019-01-01,0.035376099999999994,【撤回上市申请10个月后，徽商银行重启A股上市】2018年12月30日，徽商银行公告发布建议A股发行的议案，在撤回A股上市申请十个月后重启。相较于2015年的发行方案，新的方案将计划A股发行数量由不超过12.28亿股增加至不超过15亿股，上市地点不变，仍为上交所。截至目前，该行注册资本达121.5亿元，是国内注册资本第三大的城商行，仅次于北京银行、中原银行。（券商中国）,sina,2019-01-02
1,42,2019-01-01,0.0507994,云财经讯，2018年12月30日，徽商银行公告发布建议A股发行的议案，在撤回A股上市申请十个月后重启。相较于2015年的发行方案，新的方案将计划A股发行数量由不超过12.28亿股增加至不超过15亿股，上市地点不变，仍为上交所。截至目前，该行注册资本达121.5亿元，是国内注册资本第三大的城商行，仅次于北京银行、中原银行。（券商中国）,yuncaijing,2019-01-02
2,47,2019-01-01,0.035376099999999994,【撤回上市申请10个月后，徽商银行重启A股上市】2018年12月30日，徽商银行公告发布建议A股发行的议案，在撤回A股上市申请十个月后重启。相较于2015年的发行方案，新的方案将计划A股发行数量由不超过12.28亿股增加至不超过15亿股，上市地点不变，仍为上交所。截至目前，该行注册资本达121.5亿元，是国内注册资本第三大的城商行，仅次于北京银行、中原银行。（券商中国）,wallstreetcn,2019-01-02
3,3739,2019-01-13,0.221935,【180余家银行公布新年计划 同业存单“大户”未现明显收缩】截至1月10日，已有180余家商业银行公布了发行计划。其中，2018年同业存单发行额度排名前5位的银行——浦发银行、兴业银行、光大银行、民生银行、平安银行均公布了2019年的发行计划，与2018年相比，未见明显收缩。更有甚者不减反增，比如交通银行，2019年备案额度较2018年增加700亿元；北京银行较上一年增加500亿元；江苏银行较上一年增加1000亿元。（国际金融报）,eastmoney,2019-01-13
4,9984,2019-01-22,0.0759451,【中葡股份：控股股东部分股权被司法冻结】中葡股份(600084)1月22日晚间公告，控股股东国安集团持有的3.26亿股公司股份因北京银行绿港国际中心支行申请诉前保全被北京市顺义区人民法院司法冻结。截至目前，国安集团及一致行动人合计持有44.93%公司股份。此次股权冻结后，国安集团所持公司股份累计被司法冻结的数量为3.26亿股，占公司总股本的29.01%。,sina,2019-01-23
5,12324,2019-01-25,0.289207,【北京银保监局：着力防范重点领域风险 切实提升机构规范化运营水平】1月24日，北京银保监局召开2019年北京银行业和保险业监管工作会议。会议要求，应把防范区域性风险与服务实体经济更紧密结合起来，突出重点、分类施策，扎实做好2019年重点监管工作。要坚持不懈治理市场乱象，着力防范重点领域风险，切实提升机构规范化运营水平，创新监管手段，补齐监管短板。扎实开展去杠杆工作，有效增加表内融资供给，凝聚银行业保险业合力，更好服务京津冀协同发展和北京城市总体规划全面实施。要进一步发挥保险风险保障功能，持续优化营商环境，着力打造普惠金融服务金字招牌，构建支持民营企业、小微企业发展长效机制。,sina,2019-01-25
6,7432,2019-01-25,0.35478699999999996,【北京银保监局：着力防范重点领域风险 切实提升机构规范化运营水平】1月24日，北京银保监局召开2019年北京银行业和保险业监管工作会议。会议要求，应把防范区域性风险与服务实体经济更紧密结合起来，突出重点、分类施策，扎实做好2019年重点监管工作。要坚持不懈治理市场乱象，着力防范重点领域风险，切实提升机构规范化运营水平，创新监管手段，补齐监管短板。扎实开展去杠杆工作，有效增加表内融资供给，凝聚银行业保险业合力，更好服务京津冀协同发展和北京城市总体规划全面实施。要进一步发挥保险风险保障功能，持续优化营商环境，着力打造普惠金融服务金字招牌，构建支持民营企业、小微企业发展长效机制。（中国证券网）,eastmoney,2019-01-25
7,23964,2019-02-14,0.967367,"【北京银行业支持京津冀协同发展融资余额首次突破万亿元】北京银保监局党委委员蒋平在银行业保险业例行新闻发布会上透露，2018年末，北京银行业支持京津冀协同发展融资余额首次突破万亿元，达到10110.82亿元，同比增长20.63%。其中，支持棚户区改造、交通一体化、非首都功能疏解、通州城市副中心、产业转型升级、生态环境保护、冬奥会等领域的融资余额合计占比超过80%。（中国证券网）
",wallstreetcn,2019-02-15
8,19384,2019-02-14,0.967367,【北京银行业支持京津冀协同发展融资余额首次突破万亿元】北京银保监局党委委员蒋平在银行业保险业例行新闻发布会上透露，2018年末，北京银行业支持京津冀协同发展融资余额首次突破万亿元，达到10110.82亿元，同比增长20.63%。其中，支持棚户区改造、交通一体化、非首都功能疏解、通州城市副中心、产业转型升级、生态环境保护、冬奥会等领域的融资余额合计占比超过80%。（中国证券网）,sina,2019-02-15
9,8217,2019-02-14,0.98205,云财经讯，北京银保监局党委委员蒋平2月14日在银行业保险业例行新闻发布会上透露，2018年北京银行业实现利润2719.76亿元，北京保险业实现保费收入1793.3亿元，整体经营状况保持稳健，机构改革和扩大开放稳步推进。不良处置力度也在加大。2018年，有效处置的不良贷款合计222.28亿元，截至年末，不良贷款余额318.96亿元，不良贷款率0.34%，为2008年以来同期最低值，在全国处于较低水平。（中国证券网）,yuncaijing,2019-02-15
