,Unnamed: 0,date,sentiment_score,content,source,real_date
0,792,2019-01-02,0.8734209999999999,【2018年券商托管业务规模看涨 头部券商凭销售优势占据市场份额】据统计，截至2018年9月30日，在所有券商中，托管基金资产规模排名前5名的券商分别为国泰君安、中信建投、招商证券、中国银河、广发证券，其托管基金资产规模分别为607.89亿元、314.02亿元、289.79亿元、30.55亿元、29.28亿元。而2017年，托管基金资产规模排名前5名的券商仍然是这5家。（每日经济经新闻）,sina,2019-01-02
1,625,2019-01-02,0.856399,【2018年券商托管业务规模看涨 头部券商凭销售优势占据市场份额】据统计，截至2018年9月30日，在所有券商中，托管基金资产规模排名前5名的券商分别为国泰君安、中信建投、招商证券、中国银河、广发证券，其托管基金资产规模分别为607.89亿元、314.02亿元、289.79亿元、30.55亿元、29.28亿元。而2017年，托管基金资产规模排名前5名的券商仍然是这5家。(每日经济经新闻),eastmoney,2019-01-02
2,732,2019-01-02,0.809429,【2018年券商托管业务规模看涨，头部券商凭销售优势占据市场份额】据统计显示，2018年国内各大券商的基金托管业务规模比2017年大多有所提升，券商托管业务的头部效应还是比较明显。据统计，截至2018年9月30日，在所有券商中，托管基金资产规模排名前5名的券商分别为国泰君安、中信建投、招商证券、中国银河、广发证券，其托管基金资产规模分别为607.89亿元、314.02亿元、289.79亿元、30.55亿元、29.28亿元。而2017年，托管基金资产规模排名前5名的券商仍然是这5家。（每经）,wallstreetcn,2019-01-02
3,510,2019-01-02,0.96903,云财经讯，​据统计显示，2018年国内各大券商的基金托管业务规模比2017年大多有所提升，不过目前券商做托管业务的整体规模还相对有限，在基金的托管业务方面还是银行“一家独大”。尽管如此，券商托管业务的头部效应还是比较明显。据统计，截至2018年9月30日，在所有券商中，托管基金资产规模排名前5名的券商分别为国泰君安、中信建投、招商证券、中国银河、广发证券，其托管基金资产规模分别为607.89亿元、314.02亿元、289.79亿元、30.55亿元、29.28亿元。而2017年，托管基金资产规模排名前5名的券商仍然是这5家。（每日经济经新闻）,yuncaijing,2019-01-02
4,1073,2019-01-03,0.040174400000000006,【国债期货收盘价齐创新高 机构建议警惕高位风险】新年首个交易日，A股表现疲软，利率债市场却续创新高。昨日，国债期货大幅上涨，5年期、10年期国债期货均创出两年来新高，2年期收盘价创出上市来新高。不过，尽管债市涨势喜人，部分机构对未来市场已转向谨慎。国泰君安期货国债期货研究员王洋表示，债券市场在2018年已经累积了显著可观的涨幅，2019年许多风险事件尚未落地，围绕利率的不确定性因素尚萦绕未散，建议开年之初对利率的狂飙下行多一份风险管理之意。(证券时报),eastmoney,2019-01-03
5,624,2019-01-03,0.678596,云财经讯，上海证监局近日披露上海农村商业银行股份有限公司辅导备案情况，辅导机构为海通证券、国泰君安，备案日期为2018年12月13日。,yuncaijing,2019-01-03
6,1339,2019-01-03,0.05131519999999999,【国债期货收盘价齐创新高，机构建议警惕高位风险】新年首个交易日，A股表现疲软，利率债市场却续创新高。昨日，国债期货大幅上涨，5年期、10年期国债期货均创出两年来新高，2年期收盘价创出上市来新高。不过，尽管债市涨势喜人，部分机构对未来市场已转向谨慎。国泰君安期货国债期货研究员王洋表示，债券市场在2018年已经累积了显著可观的涨幅，2019年许多风险事件尚未落地，围绕利率的不确定性因素尚萦绕未散，建议开年之初对利率的狂飙下行多一份风险管理之意。（证券时报）,wallstreetcn,2019-01-03
7,1349,2019-01-03,0.040174400000000006,【国债期货收盘价齐创新高 机构建议警惕高位风险】新年首个交易日，A股表现疲软，利率债市场却续创新高。昨日，国债期货大幅上涨，5年期、10年期国债期货均创出两年来新高，2年期收盘价创出上市来新高。不过，尽管债市涨势喜人，部分机构对未来市场已转向谨慎。国泰君安期货国债期货研究员王洋表示，债券市场在2018年已经累积了显著可观的涨幅，2019年许多风险事件尚未落地，围绕利率的不确定性因素尚萦绕未散，建议开年之初对利率的狂飙下行多一份风险管理之意。(证券时报),sina,2019-01-03
8,955,2019-01-03,0.703272,【上海农商行接受上市辅导】上海证监局近日披露上海农村商业银行股份有限公司辅导备案情况，辅导机构为海通证券、国泰君安，备案日期为2018年12月13日。,sina,2019-01-04
9,882,2019-01-03,0.109912,云财经讯，新年首个交易日，A股表现疲软，利率债市场却续创新高。昨日，国债期货大幅上涨，5年期、10年期国债期货均创出两年来新高，2年期收盘价创出上市来新高。不过，尽管债市涨势喜人，部分机构对未来市场已转向谨慎。国泰君安期货国债期货研究员王洋表示，债券市场在2018年已经累积了显著可观的涨幅，2019年许多风险事件尚未落地，围绕利率的不确定性因素尚萦绕未散，建议开年之初对利率的狂飙下行多一份风险管理之意。（证券时报）,yuncaijing,2019-01-04
10,1163,2019-01-04,0.176722,【国泰君安：全面降准符合预期 2019年中降息可期】国泰君安宏观团队表示，当前PMI已跌至荣枯线以下，且2019年下半年PPI可能转负，企业利润增速将严重承压，2019年年中，降息可期。在全面降准后，预计还将迎来非对称降息(下调贷款基准利率，但不调整存款基准利率)。加上2019年美联储加息概率下降、进程放缓，我国通胀风险下降，预计下调贷款基准利率将在2019年二季度前后到来。,eastmoney,2019-01-05
11,623,2019-01-07,0.767629,上周五央行降准释放约1.5万亿元资金，中资券商股板块大涨，海通国际涨超5.71%，领涨券商板块；国泰君安国际涨近4%，海通证券涨3.47%，华泰证券涨近3%。,10jqka,2019-01-07
12,1607,2019-01-07,0.110383,  天风证券二连板被砸，国泰君安宁波彩虹北路买入3065万，中信上海分公司买入2839万，招商证券北京建国路卖出9354万，中泰证券武汉宝丰路卖出3674万。新华保险一度跌停，五机构合计卖出96545万。,yuncaijing,2019-01-08
13,3049,2019-01-08,0.8604959999999999,【私募托管大洗牌 国泰君安广发华泰份额飙升】私募基金行业最新的资产总规模达到12.8万亿元，这几年来券商、银行发力私募托管业务，瓜分行业蛋糕。券商托管私募业务经历大洗牌，最新数据显示，目前国内托管私募基金数量最多的仍然是招商证券，托管的全部基金达到1.22万只，占据券商托管26%左右的份额，一家独大；而第二第三名这几年换了位置，国泰君安强势上涨，以16%以上的份额位列第二，国信证券则以14%左右的份额跌至第三，中信证券以12%左右份额稳居第四。值得注意的是，中信托管的正在运行的托管基金数量多于国信，有超越之势头。（中国基金报）,sina,2019-01-09
