,Unnamed: 0,date,sentiment_score,content,source,real_date
0,90,2019-01-01,0.9543209999999999,【上海电力：海南屯昌光伏发电项目成功并网发电】上海电力1月1日晚公告，近日，由公司全资子公司上海上电新达新能源科技有限公司控股80%的海南屯昌50兆瓦渔光互补发电项目正式并网发电。上述项目执行光伏上网电价0.85元/千瓦时，预计年均发电量为6801万千瓦时。此外，近日，由公司投资的江苏如东H4#、浙能嵊泗2#等4个海上风电项目获得核准批复。,sina,2019-01-02
1,116,2019-01-01,0.0882772,【取暖用电增长明显 河北南网外购970万千瓦电力保供暖】连日来，取暖用电增长明显。2018年12月28日夜间，河北南网取暖负荷用电峰值达700万千瓦，带动全网负荷达3372.5万千瓦，较上个采暖季期间最大负荷增长8.45%。为保证居民取暖用电，国网河北省电力公司密切跟踪天气变化，滚动开展负荷预测，从山西等地电厂月度增购电力合计115万千瓦。2018年12月14日开始，通过特高压再增加电力供应52.25万千瓦，外购电力总量达到970万千瓦。（河北日报）,sina,2019-01-02
2,83,2019-01-01,0.9544389999999999,【上海电力：海南屯昌光伏发电项目成功并网发电】上海电力公告，近日，由公司全资子公司上海上电新达新能源科技有限公司控股80%的海南屯昌50兆瓦渔光互补发电项目正式并网发电。上述项目执行光伏上网电价0.85元/千瓦时，预计年均发电量为6801万千瓦时。此外，近日，由公司投资的江苏如东H4#、浙能嵊泗2#等4个海上风电项目获得核准批复。,wallstreetcn,2019-01-02
3,69,2019-01-01,0.9331430000000001,云财经讯，上海电力(600021)1月1日晚公告，近日，由公司全资子公司上海上电新达新能源科技有限公司控股80%的海南屯昌50兆瓦渔光互补发电项目正式并网发电。上述项目执行光伏上网电价0.85元/千瓦时，预计年均发电量为6801万千瓦时。此外，近日，由公司投资的江苏如东H4#、浙能嵊泗2#等4个海上风电项目获得核准批复。,yuncaijing,2019-01-02
4,379,2019-01-02,0.976057,【江西省能源工作座谈会召开，重点抓好四个方面工作】近日，江西省能源工作座谈会在南昌召开。会议传达了全国能源工作会议精神，研究讨论了当前能源工作的重点难点，具体部署了2019年能源行业重点工作。会议指出，重点要落实电力、天然气三年攻坚战行动战计划，着力提升能源保障能力。加快推进特高压入赣通道前期各项工作，加快省级天然气管网建设进度，有序推进风电、光伏、生物质发电等项目建设。,wallstreetcn,2019-01-02
5,698,2019-01-02,0.428728,"小葱APP讯，格鲁吉亚阿布哈兹国有电力公司Chernomorenergo宣布，在加密挖矿的禁令发布后，共关闭了15个矿场，据称这些电力相当于1800户家庭的用电量。（cointelegraph）
",wallstreetcn,2019-01-02
6,768,2019-01-02,0.5976060000000001,"小葱APP讯，阿布哈兹当局已切断了该地区电网中的15个加密货币矿场，这一短期的措施旨在缓解寒冷冬季的电力短缺。关闭设施的总电量为8950千瓦，相当于1800个家庭的用电量。（bitcoin.com）
",wallstreetcn,2019-01-03
7,262,2019-01-02,0.42852299999999993,力拓与蒙古政府签署电力协议，为Oyu Tolgoi铜矿供电。,eastmoney,2019-01-03
8,259,2019-01-02,0.9763459999999999,云财经讯，近日，江西省能源工作座谈会在南昌召开。会议传达了全国能源工作会议精神，研究讨论了当前能源工作的重点难点，具体部署了2019年能源行业重点工作。会议指出，重点要落实电力、天然气三年攻坚战行动战计划，着力提升能源保障能力。加快推进特高压入赣通道前期各项工作，加快省级天然气管网建设进度，有序推进风电、光伏、生物质发电等项目建设。,yuncaijing,2019-01-03
9,377,2019-01-02,0.976057,【江西省能源工作座谈会召开，重点抓好四个方面工作】近日，江西省能源工作座谈会在南昌召开。会议传达了全国能源工作会议精神，研究讨论了当前能源工作的重点难点，具体部署了2019年能源行业重点工作。会议指出，重点要落实电力、天然气三年攻坚战行动战计划，着力提升能源保障能力。加快推进特高压入赣通道前期各项工作，加快省级天然气管网建设进度，有序推进风电、光伏、生物质发电等项目建设。,sina,2019-01-03
10,244,2019-01-03,0.554858,从江西省能源局获悉，江西省电力市场化再迈大步，按照有序放开的原则，2019年直接交易电量规模将不低于350亿千瓦时，增长33%以上，占省内火电发电量35%以上。,10jqka,2019-01-03
11,1181,2019-01-03,0.317024,【江西省电力市场化将迈大步 今年直接交易电量或不低于350亿千瓦时】2018年12月29日，记者从江西省能源局获悉，江西省电力市场化再迈大步，按照有序放开的原则，2019年直接交易电量规模将不低于350亿千瓦时，增长33%以上，占省内火电发电量35%以上。（江西日报）,sina,2019-01-03
12,941,2019-01-03,0.275621,【江西省电力市场化将迈大步 今年直接交易电量或不低于350亿千瓦时】2018年12月29日，记者从江西省能源局获悉，江西省电力市场化再迈大步，按照有序放开的原则，2019年直接交易电量规模将不低于350亿千瓦时，增长33%以上，占省内火电发电量35%以上。(江西日报),eastmoney,2019-01-03
13,764,2019-01-03,0.560792,【1月3日异动股点评：又一批“炒妖”敢死队惨遭屠戮 盘点四牛与四熊】泰永长征(002927)周四下跌10.00%。公司主营低压断路器、双电源自动转换开关、工控自动化产品等低压电器元器件及其系统集成成套设备的研发、生产和销售，可为轨道交通、数据通讯、石油化工、新能源、电力电网、地产、综合管廊等各领域提供智能电气系统整体解决方案。消息方面，公司拟向控股股东购买重庆源通65%股权；公司已成为华为电源开关产品供应商。二级市场上，该股近两日持续回调，“5G+重组”加持力减弱，遭遇获利抛压。,eastmoney,2019-01-04
14,692,2019-01-03,0.735992,【被罚后再犯！中诚信二次收到ABS罚单 负责项目惊现“萝卜章”！】2019年1月2日，证监会官网发布，上海证监局对中诚信证券评估有限公司(以下简称中诚信)采取出具警示函，火山君注意到，这并非中诚信首次收到警示函，2018年4月13日，山东证监局对邹平电力ABS相关方出具警示函，这是首次处罚原始权益人及其他中介机构，其中的中介机构之一便是中诚信。,eastmoney,2019-01-04
15,1379,2019-01-04,0.841419,【吉林省风电消纳创10年来新高】从国网吉林电力获悉，截至2018年12月31日，吉林省2018年风电机组累计发电量104.82亿千瓦时，同比增长20.68%，风电平均利用小时数为2057小时，同比增加336小时；弃风电量同比减少65.83%，弃风率降至6.85%，同比减少14个百分点，实现“双升双降”。全省风电消纳水平创10年以来新高。(辽宁日报),eastmoney,2019-01-04
16,1394,2019-01-04,0.100787,【海南省明确实行煤炭消费总量控制制度】日前，海南省发布《海南省大气污染防治条例》，明确实行煤炭消费总量控制制度，逐步减少煤炭消费总量，逐步淘汰现有燃煤机组。《条例》自2019年3月1日起施行。同时，《条例》要求现有码头应当逐步实施岸基供电设施改造。新建码头应当规划、设计和建设岸基供电设施。船舶靠港后应当优先使用岸电。(中国电力新闻网),eastmoney,2019-01-04
