,Unnamed: 0,date,sentiment_score,content,source,real_date
0,117,2019-01-01,0.377921,【我国最大页岩气田2018年产气突破60亿立方米】从中国石化江汉油田涪陵页岩气公司获悉，涪陵页岩气田2018年全年生产页岩气60.2亿立方米，销售57.8亿立方米，产销量保持全国第一。涪陵页岩气田是我国首个进行大型商业化开采的页岩气田。截至2018年12月31日，涪陵页岩气田全年新增经济可采储量54.3亿立方米，新投产气井81口，新建年产能5.03亿立方米，自2012年开建以来累计生产页岩气214.5亿立方米。（新华社）,sina,2019-01-01
1,102,2019-01-01,0.279025,【中国最大页岩气田2018年产气突破60亿立方米】从中国石化江汉油田涪陵页岩气公司获悉，涪陵页岩气田2018年全年生产页岩气60.2亿立方米，销售57.8亿立方米，产销量保持全国第一。涪陵页岩气田是我国首个进行大型商业化开采的页岩气田。截至2018年12月31日，涪陵页岩气田全年新增经济可采储量54.3亿立方米，新投产气井81口，新建年产能5.03亿立方米，自2012年开建以来累计生产页岩气214.5亿立方米。（新华社）,wallstreetcn,2019-01-02
2,104,2019-01-01,0.823242,"【中国最大页岩气田累计产量达200亿立方米】从中国石化江汉油田涪陵页岩气田获悉，截至10月6日，我国最大页岩气田涪陵页岩气田累计生产页岩气达200亿立方米，每天产气可满足3200多万户家庭的生活用气需求，为我国中东部地区天然气市场供应提供了有力保障。（新华社）
",wallstreetcn,2019-01-02
3,20,2019-01-01,0.225561,从中国石化江汉油田涪陵页岩气公司获悉，涪陵页岩气田2018年全年生产页岩气60.2亿立方米，销售57.8亿立方米，产销量保持全国第一。,10jqka,2019-01-02
4,154,2019-01-01,0.9682040000000001,【海南自由贸易账户（FT账户）体系正式上线运行】据悉，海南省先行上线FT账户的商业银行为中国银行海南省分行和浦发银行海口分行，其他商业银行正在进行人员培训、系统测试和制度建设等准备工作，预计在上半年陆续上线FT账户。2018年12月28日FT账户体系试运行阶段，海南自贸区第一个FT账户当日上午8时8分在中国银行海南省分行开立，开户单位是中免集团三亚市内免税店。试运行当天，还有中国石化海南炼油化工有限公司等多家海南省重点企业成为FT账户的首批开户企业，涵盖了旅游、热带特色高效农业、互联网等10个重点产业。（新华社）,sina,2019-01-02
5,120,2019-01-01,0.961299,【中国银行与浦发银行展开海南FT账户体系下多个品种业务办理】海南自由贸易账户(FT账户)体系1日正式上线。中国银行海南省分行于2018年12月28日试运行FT账户，当日上午8:08，海南省首个FT账户在该行开立，开户单位为中免集团三亚市内免税店。当天，中国石化海南炼油化工有限公司、海南农垦投资控股集团、海航航空控股公司、中船重工物贸集团海南公司、太平金融服务公司、海南国贸有限公司、海南金海浆纸业有限公司、海南逸盛石化有限公司、海南生态软件园集团、海南川铁广润实业公司等多家海南省重点企业成为FT账户的首批开户企业，涵盖旅游、热带特色高效农业、互联网、医疗健康、现代金融、现代物流、油气、低碳制造、房地产、高新技术等10个重点产业。（中新网）,sina,2019-01-02
6,432,2019-01-02,0.039397900000000007,  云财经讯，知情人士称，在联合石化因原油交易发生损失之后，国资委正对存在诸如套期保值等衍生品业务的中央企业进行风险排查，检查重点在于套期保值交易损益。针对国有油企的相关会议已经召开数次，以收集交易信息。（彭博）注：中国石化上周公告称，公司了解到联合石化在某些原油交易过程中因油价下跌产生部分损失，公司正在评估具体情况。联合石化总经理陈波和党委书记詹麒因工作原因停职。,yuncaijing,2019-01-02
7,759,2019-01-02,0.347692,【中信证券：中国石化期货一次性亏损不改长期投资价值】中信证券最新研报认为，上周，媒体报道中国石化子公司联合石化原油期货大额亏损，公司发布澄清公告，但公司A股股价两天下跌10%。12月31日港股交易期间，公司股价反弹3.33%。研报认为原油亏损短期行为影响有限，持续高分红以及预期2019年油价低位反弹有望支撑业绩，股价短期大幅下调是长期投资的良好配置时点。,sina,2019-01-02
8,487,2019-01-02,0.613727,云财经讯，中信证券最新研报认为，上周，媒体报道中国石化子公司联合石化原油期货大额亏损，公司发布澄清公告，但公司A股股价两天下跌10%。12月31日港股交易期间，公司股价反弹3.33%。研报认为原油亏损短期行为影响有限，持续高分红以及预期2019年油价低位反弹有望支撑业绩，股价短期大幅下调是长期投资的良好配置时点。,yuncaijing,2019-01-02
9,589,2019-01-02,0.347692,【中信证券：中国石化期货一次性亏损不改长期投资价值】中信证券最新研报认为，上周，媒体报道中国石化子公司联合石化原油期货大额亏损，公司发布澄清公告，但公司A股股价两天下跌10%。12月31日港股交易期间，公司股价反弹3.33%。研报认为原油亏损短期行为影响有限，持续高分红以及预期2019年油价低位反弹有望支撑业绩，股价短期大幅下调是长期投资的良好配置时点。,eastmoney,2019-01-02
10,1670,2019-01-04,0.605829,中国石化：在日常监管过程中发现全资子公司联合石化套期保值业务出现财务指标异常，在某些原油交易过程中因油价下跌产生部分损失，目前公司年度外部审计师已经开始驻场审计。,wallstreetcn,2019-01-04
11,1671,2019-01-04,0.664651,"【中国石化：公司正评估联合石化产生损失的影响 外部审计师已开始审计】中国石化：在日常监管过程中发现全资子公司联合石化套期保值业务出现财务指标异常，在某些原油交易过程中因油价下跌产生部分损失，正在评估具体影响。目前，本公司年度外部审计师已经开始驻场审计。
",wallstreetcn,2019-01-04
12,1708,2019-01-04,0.28730300000000003,"中国石化财务快报显示，预计全年实现利润同比增长50%以上。
",wallstreetcn,2019-01-05
13,1716,2019-01-04,0.423695,中国石化：据财务快报显示，集团预计全年实现利润同比增长50%以上。,wallstreetcn,2019-01-05
14,1815,2019-01-04,0.029873300000000002,【中国石化：炼油销售经营总量首破4000万吨】中国石化称，2018年，炼油销售公司经营产品总量4015万吨，超年度计划8.1%，首次突破4000万吨大关；其中自营产品656万吨，比上年增长62.9%。,wallstreetcn,2019-01-05
15,1064,2019-01-04,0.557236, 云财经讯，中国石化：在日常监管过程中发现全资子公司联合石化套期保值业务出现财务指标异常，在某些原油交易过程中因油价下跌产生部分损失，正在评估具体影响,yuncaijing,2019-01-05
16,344,2019-01-04,0.453287,中国石化1月4日晚间公告，联合石化为中国石化全资子公司，主要从事原油及石化产品贸易。公司在日常监管过程中发现联合石化套期保值业务出现财务指标异常，在某些原油交易过程中因油价下跌产生部分损失。公司正在评估具体影响。目前，公司年度外...,10jqka,2019-01-05
17,1656,2019-01-04,0.45774899999999996,中国石化：在日常监管过程中发现全资子公司联合石化套期保值业务出现财务指标异常，在某些原油交易过程中因油价下跌产生部分损失，正在评估具体影响。,sina,2019-01-05
